filename,label,cx,cy,area
frame_000152.png,2,104,195,11094.500
frame_000153.png,2,105,195,11097.500
frame_000154.png,2,106,195,11089.500
frame_000155.png,2,107,195,11089.500
frame_000156.png,2,107,195,11092.000
frame_000157.png,2,106,195,11087.500
frame_000158.png,2,106,195,11064.500
frame_000159.png,2,104,195,11049.500
frame_000160.png,2,104,195,11045.000
frame_000161.png,2,104,195,11038.500
frame_000162.png,2,104,195,11023.000
frame_000163.png,2,104,195,11022.500
frame_000164.png,2,105,195,11016.500
frame_000165.png,2,106,195,11010.000
frame_000166.png,2,106,195,11006.500
frame_000167.png,2,107,195,10996.500
frame_000168.png,2,108,195,11010.500
frame_000169.png,2,109,195,10998.500
frame_000170.png,2,109,195,10998.500
frame_000171.png,2,108,195,10991.000
frame_000172.png,2,108,195,10982.000
frame_000173.png,2,107,195,10977.500
frame_000174.png,2,108,195,10965.500
frame_000175.png,2,108,195,10956.000
frame_000176.png,2,108,195,10959.000
frame_000177.png,2,109,195,10958.500
frame_000178.png,2,109,195,10954.000
frame_000179.png,2,110,195,10947.000
frame_000180.png,2,111,195,10950.000
frame_000181.png,2,112,195,10945.500
frame_000182.png,2,113,195,10936.500
frame_000183.png,2,113,195,10940.000
frame_000184.png,2,112,195,10935.000
frame_000185.png,2,112,195,10926.500
frame_000186.png,2,112,195,10935.500
frame_000187.png,2,113,196,10925.500
frame_000188.png,2,113,196,10933.500
frame_000189.png,2,114,196,10924.000
frame_000190.png,2,114,196,10932.500
frame_000191.png,2,115,196,10930.500
frame_000192.png,2,115,196,10932.500
frame_000193.png,2,116,196,10930.000
frame_000194.png,2,116,196,10930.500
frame_000195.png,2,117,196,10936.000
frame_000196.png,2,118,196,10936.500
frame_000197.png,2,117,196,10933.000
frame_000198.png,2,118,196,10942.000
frame_000199.png,2,117,196,10943.000
frame_000200.png,2,117,196,10941.500
frame_000201.png,2,118,196,10950.000
frame_000202.png,2,118,196,10950.000
frame_000203.png,2,118,196,10957.000
frame_000204.png,2,118,196,10955.500
frame_000205.png,2,118,196,10952.500
frame_000206.png,2,118,196,10969.500
frame_000207.png,2,118,196,10977.500
frame_000208.png,2,119,196,10982.000
frame_000209.png,2,119,196,10993.000
frame_000210.png,2,119,196,10994.000
frame_000211.png,2,120,196,11007.500
frame_000212.png,2,120,196,11010.500
frame_000213.png,2,121,196,11018.500
frame_000214.png,2,121,196,11008.500
frame_000215.png,2,122,196,11038.500
frame_000216.png,2,122,196,11051.500
frame_000217.png,2,123,196,11074.000
frame_000218.png,2,124,196,11075.500
frame_000219.png,2,125,196,11091.500
frame_000220.png,2,127,196,11096.000
frame_000221.png,2,128,196,11109.500
frame_000222.png,2,129,196,11108.000
frame_000223.png,2,130,196,11116.000
frame_000224.png,2,131,196,11116.500
frame_000225.png,2,132,197,11126.000
frame_000226.png,2,133,197,11134.500
frame_000227.png,2,133,197,11152.500
frame_000228.png,2,134,197,11168.000
frame_000229.png,2,134,197,11193.500
frame_000230.png,2,136,197,11197.500
frame_000231.png,2,138,197,11200.000
frame_000232.png,2,139,197,11190.000
frame_000233.png,2,140,197,11195.500
frame_000234.png,2,140,197,11182.500
frame_000235.png,2,140,197,11174.500
frame_000236.png,2,140,197,11173.000
frame_000237.png,2,140,197,11179.000
frame_000238.png,2,139,197,11175.500
frame_000239.png,2,139,197,11182.500
frame_000240.png,2,138,197,11192.500
frame_000241.png,2,139,197,11198.500
frame_000242.png,2,140,197,11190.500
frame_000243.png,2,141,197,11183.000
frame_000244.png,2,142,197,11180.000
frame_000245.png,2,142,197,11162.000
frame_000246.png,2,142,197,11162.500
frame_000247.png,2,141,197,11142.000
frame_000248.png,2,141,197,11129.500
frame_000249.png,2,141,197,11126.000
frame_000250.png,2,140,197,11124.500
frame_000251.png,2,140,197,11126.000
frame_000252.png,2,139,197,11141.000
frame_000253.png,2,139,197,11136.000
frame_000254.png,2,139,197,11129.000
frame_000255.png,2,140,197,11113.000
frame_000256.png,2,141,197,11109.500
frame_000257.png,2,141,197,11095.500
frame_000258.png,2,140,197,11084.500
frame_000259.png,2,140,197,11074.000
frame_000260.png,2,140,197,11071.500
frame_000261.png,2,139,197,11036.000
frame_000262.png,2,139,197,11051.500
frame_000263.png,2,139,198,11038.000
frame_000264.png,2,138,198,11035.000
frame_000265.png,2,138,198,11030.500
frame_000266.png,2,138,198,11036.000
frame_000267.png,2,139,198,11027.000
frame_000268.png,2,140,198,11031.500
frame_000269.png,2,140,198,11014.000
frame_000270.png,2,139,198,11005.000
frame_000271.png,2,139,198,10987.000
frame_000272.png,2,139,198,10984.500
frame_000273.png,2,138,198,10974.500
frame_000274.png,2,137,198,10977.500
frame_000275.png,2,138,198,10972.000
frame_000276.png,2,138,198,10969.500
frame_000277.png,2,138,198,10965.500
frame_000278.png,2,138,198,10963.000
frame_000279.png,2,138,198,10943.000
frame_000280.png,2,138,198,10943.000
frame_000281.png,2,138,198,10942.500
frame_000282.png,2,138,198,10939.000
frame_000283.png,2,138,198,10939.500
frame_000284.png,2,138,198,10934.000
frame_000285.png,2,138,198,10930.000
frame_000286.png,2,138,198,10929.000
frame_000287.png,2,138,198,10926.500
frame_000288.png,2,137,198,10927.000
frame_000289.png,2,137,198,10923.000
frame_000290.png,2,137,198,10929.000
frame_000291.png,2,136,198,10921.000
frame_000292.png,2,136,198,10915.000
frame_000293.png,2,135,199,10890.500
frame_000294.png,2,135,199,10896.500
frame_000295.png,2,134,199,10897.000
frame_000296.png,2,133,199,10900.000
frame_000297.png,2,132,199,10905.500
frame_000298.png,2,132,199,10912.000
frame_000299.png,2,131,199,10914.500
frame_000300.png,2,127,199,10930.500
frame_000301.png,2,123,199,10935.500
frame_000302.png,2,121,199,10942.000
frame_000303.png,2,118,199,10958.000
frame_000304.png,2,116,199,10964.000
frame_000305.png,2,115,199,10967.500
frame_000306.png,2,114,199,10972.000
frame_000307.png,2,113,199,10976.000
frame_000308.png,2,112,199,10991.000
frame_000309.png,2,126,199,10946.500
frame_000310.png,2,125,199,10953.500
frame_000311.png,2,120,199,10966.500
frame_000312.png,2,118,199,10981.000
frame_000313.png,2,117,199,10988.500
frame_000314.png,2,115,199,10999.000
frame_000315.png,2,115,199,11013.500
frame_000316.png,2,116,199,11013.000
frame_000317.png,2,117,199,11017.000
frame_000318.png,2,119,199,11013.000
frame_000319.png,2,119,199,11009.000
frame_000320.png,2,119,199,11010.500
frame_000321.png,2,118,200,11011.500
frame_000322.png,2,119,200,11022.500
frame_000323.png,2,118,200,11031.000
frame_000324.png,2,119,200,11034.000
frame_000325.png,2,119,200,11041.500
frame_000326.png,2,119,200,11050.000
frame_000327.png,2,118,200,11048.000
frame_000328.png,2,119,200,11057.500
frame_000329.png,2,119,200,11066.000
frame_000330.png,2,119,200,11068.500
frame_000331.png,2,119,201,11067.500
frame_000332.png,2,119,201,11058.500
frame_000333.png,2,117,201,11082.500
frame_000334.png,2,117,201,11086.500
frame_000335.png,2,116,201,11086.500
frame_000336.png,2,116,201,11094.000
frame_000337.png,2,115,201,11091.000
frame_000338.png,2,115,201,11092.500
frame_000339.png,2,115,201,11106.000
frame_000340.png,2,115,201,11109.000
frame_000341.png,2,115,201,11126.000
frame_000342.png,2,115,201,11132.500
frame_000343.png,2,115,201,11144.000
frame_000344.png,2,115,202,11157.000
frame_000345.png,2,115,202,11167.000
frame_000346.png,2,115,202,11166.000
frame_000347.png,2,115,202,11191.500
frame_000348.png,2,116,202,11207.500
frame_000349.png,2,114,202,11210.500
frame_000350.png,2,114,202,11212.000
frame_000351.png,2,112,202,11203.500
frame_000352.png,2,112,202,11206.000
frame_000353.png,2,111,202,11214.000
frame_000354.png,2,111,202,11216.000
frame_000355.png,2,110,202,11224.500
frame_000356.png,2,110,202,11225.500
frame_000357.png,2,109,202,11229.500
frame_000358.png,2,109,202,11241.500
frame_000359.png,2,109,203,11248.500
frame_000360.png,2,109,203,11271.500
frame_000361.png,2,109,203,11299.500
frame_000362.png,2,109,203,11330.000
frame_000363.png,2,109,203,11356.500
frame_000364.png,2,109,203,11350.500
frame_000365.png,2,107,203,11351.500
frame_000366.png,2,106,203,11340.000
frame_000367.png,2,105,203,11339.000
frame_000368.png,2,104,203,11340.000
frame_000369.png,2,103,203,11335.500
frame_000370.png,2,103,203,11336.500
frame_000371.png,2,104,203,11340.500
frame_000372.png,2,104,203,11341.500
frame_000373.png,2,104,203,11345.500
frame_000374.png,2,104,203,11369.500
frame_000375.png,2,103,203,11403.000
frame_000376.png,2,104,203,11427.000
frame_000377.png,2,104,202,11456.500
frame_000378.png,2,104,202,11479.500
frame_000379.png,2,104,202,11478.500
frame_000380.png,2,103,202,11463.500
frame_000381.png,1,102,202,11449.000
frame_000382.png,1,102,202,11438.500
frame_000383.png,1,102,202,11423.500
frame_000384.png,1,102,201,11424.500
frame_000385.png,2,103,201,11424.500
frame_000386.png,2,103,201,11426.500
frame_000387.png,1,102,201,11442.500
frame_000388.png,1,102,201,11453.000
frame_000389.png,2,103,201,11479.500
frame_000390.png,2,103,200,11501.500
frame_000391.png,2,103,200,11551.500
frame_000392.png,2,103,200,11559.500
frame_000393.png,2,103,200,11552.500
frame_000394.png,1,102,200,11539.500
frame_000395.png,1,101,200,11516.500
frame_000396.png,1,101,200,11505.000
frame_000397.png,1,101,199,11471.500
frame_000398.png,1,101,199,11468.000
frame_000399.png,1,101,199,11446.000
frame_000400.png,1,102,198,11440.500
frame_000401.png,1,102,198,11432.500
frame_000402.png,1,102,198,11446.000
frame_000403.png,1,101,198,11458.000
frame_000404.png,1,101,198,11462.500
frame_000405.png,1,102,197,11463.500
frame_000406.png,2,103,197,11465.000
frame_000407.png,2,103,197,11471.000
frame_000408.png,1,102,197,11456.000
frame_000409.png,1,101,197,11419.000
frame_000410.png,1,100,197,11415.000
frame_000411.png,1,99,197,11386.500
frame_000412.png,1,100,197,11356.500
frame_000413.png,2,103,197,11318.500
frame_000414.png,2,105,197,11299.500
frame_000415.png,2,105,197,11291.000
frame_000416.png,2,105,197,11277.500
frame_000417.png,2,105,197,11262.500
frame_000418.png,2,105,197,11268.500
frame_000419.png,2,106,197,11278.000
frame_000420.png,2,106,197,11271.000
frame_000421.png,2,107,197,11286.000
frame_000422.png,2,107,197,11282.000
frame_000423.png,2,104,197,11268.000
frame_000424.png,2,103,197,11244.000
frame_000425.png,1,102,197,11234.000
frame_000426.png,1,101,197,11218.000
frame_000427.png,1,100,197,11199.000
frame_000428.png,1,99,197,11179.500
frame_000429.png,1,102,197,11139.000
frame_000430.png,2,103,196,11137.500
frame_000431.png,1,102,197,11105.000
frame_000432.png,1,102,196,11105.500
frame_000433.png,1,102,196,11091.000
frame_000434.png,1,102,196,11087.500
frame_000435.png,1,102,196,11079.500
frame_000436.png,1,102,196,11070.500
frame_000437.png,2,103,196,11071.500
frame_000438.png,2,103,196,11064.500
frame_000439.png,2,103,196,11055.500
frame_000440.png,2,103,196,11044.000
frame_000441.png,1,102,196,11027.000
frame_000442.png,1,102,196,11020.000
frame_000443.png,1,102,196,11004.000
frame_000444.png,1,102,196,11001.500
frame_000445.png,2,103,196,10979.500
frame_000446.png,2,103,196,10971.000
frame_000447.png,2,104,196,10963.000
frame_000448.png,2,104,196,10967.500
frame_000449.png,2,105,196,10953.500
frame_000450.png,2,106,196,10954.500
frame_000451.png,2,107,196,10950.000
frame_000452.png,2,108,196,10946.500
frame_000453.png,2,109,196,10937.500
frame_000454.png,2,109,196,10945.000
frame_000455.png,2,110,196,10936.000
frame_000456.png,2,110,196,10931.500
frame_000457.png,2,110,196,10928.500
frame_000458.png,2,110,196,10925.500
frame_000459.png,2,111,196,10925.000
frame_000460.png,2,111,196,10914.500
frame_000461.png,2,111,197,10904.500
frame_000462.png,2,112,196,10916.000
frame_000463.png,2,112,196,10913.500
frame_000464.png,2,113,197,10905.000
frame_000465.png,2,114,197,10897.000
frame_000466.png,2,114,196,10908.500
frame_000467.png,2,115,197,10899.000
frame_000468.png,2,115,197,10898.500
frame_000469.png,2,116,197,10900.500
frame_000470.png,2,116,197,10898.500
frame_000471.png,2,117,197,10899.000
frame_000472.png,2,118,197,10892.000
frame_000473.png,2,118,197,10896.000
frame_000474.png,2,117,197,10895.500
frame_000475.png,2,117,197,10894.500
frame_000476.png,2,117,197,10896.000
frame_000477.png,2,117,197,10891.500
frame_000478.png,2,117,197,10898.000
frame_000479.png,2,118,197,10892.000
frame_000480.png,2,118,197,10898.000
frame_000481.png,2,118,197,10896.500
frame_000482.png,2,117,197,10893.500
frame_000483.png,2,117,197,10896.000
frame_000484.png,2,118,197,10896.500
frame_000485.png,2,118,197,10898.500
frame_000486.png,2,118,197,10899.500
frame_000487.png,2,117,197,10902.000
frame_000488.png,2,117,197,10902.000
frame_000489.png,2,118,197,10897.000
frame_000490.png,2,118,197,10897.000
frame_000491.png,2,118,197,10898.000
frame_000492.png,2,118,197,10898.000
frame_000493.png,2,118,197,10891.000
frame_000494.png,2,118,197,10893.000
frame_000495.png,2,118,197,10895.500
frame_000496.png,2,117,197,10899.000
frame_000497.png,2,118,197,10897.000
frame_000498.png,2,118,197,10902.000
frame_000499.png,2,117,197,10904.500
frame_000500.png,2,118,197,10902.000
frame_000501.png,2,118,197,10900.500
frame_000502.png,2,118,197,10897.000
frame_000503.png,2,118,197,10906.500
frame_000504.png,2,118,197,10902.500
frame_000505.png,2,118,197,10901.500
frame_000506.png,2,118,197,10904.500
frame_000507.png,2,118,197,10898.000
frame_000508.png,2,118,197,10900.000
frame_000509.png,2,118,197,10908.500
frame_000510.png,2,118,197,10899.500
frame_000511.png,2,118,197,10901.000
frame_000512.png,2,117,197,10906.500
frame_000513.png,2,117,197,10901.500
frame_000514.png,2,118,197,10908.000
frame_000515.png,2,118,197,10907.500
frame_000516.png,2,118,197,10906.500
frame_000517.png,2,118,197,10911.500
frame_000518.png,2,117,197,10904.000
frame_000519.png,2,118,197,10907.000
frame_000520.png,2,119,197,10911.000
frame_000521.png,2,119,197,10907.500
frame_000522.png,2,119,197,10917.000
frame_000523.png,2,119,197,10917.000
frame_000524.png,2,119,197,10908.500
frame_000525.png,2,119,197,10915.000
frame_000526.png,2,119,197,10914.000
frame_000527.png,2,119,197,10913.000
frame_000528.png,2,119,197,10913.000
frame_000529.png,2,119,197,10913.000
frame_000530.png,2,118,197,10910.500
frame_000531.png,2,118,197,10915.000
frame_000532.png,2,118,197,10916.000
frame_000533.png,2,117,197,10914.500
frame_000534.png,2,118,197,10922.500
frame_000535.png,2,118,197,10915.500
frame_000536.png,2,118,197,10918.000
frame_000537.png,2,118,197,10926.000
frame_000538.png,2,118,197,10923.500
frame_000539.png,2,118,197,10916.500
frame_000540.png,2,118,197,10923.500
frame_000541.png,2,118,197,10925.500
frame_000542.png,2,118,197,10921.500
frame_000543.png,2,118,197,10927.500
frame_000544.png,2,118,197,10935.500
frame_000545.png,2,118,197,10919.000
frame_000546.png,2,118,197,10925.000
frame_000547.png,2,117,197,10928.000
frame_000548.png,2,117,197,10925.500
frame_000549.png,2,117,197,10923.000
frame_000550.png,2,117,197,10925.000
frame_000551.png,2,118,197,10924.000
frame_000552.png,2,118,197,10925.000
frame_000553.png,2,118,197,10928.000
frame_000554.png,2,117,197,10938.000
frame_000555.png,2,118,197,10931.000
frame_000556.png,2,118,197,10938.500
frame_000557.png,2,118,197,10941.000
frame_000558.png,2,118,197,10933.500
frame_000559.png,2,118,197,10943.000
frame_000560.png,2,118,197,10937.000
frame_000561.png,2,118,197,10943.000
frame_000562.png,2,118,197,10940.000
frame_000563.png,2,118,197,10937.500
frame_000564.png,2,118,197,10935.000
frame_000565.png,2,117,197,10938.000
frame_000566.png,2,117,197,10932.000
frame_000567.png,2,117,197,10937.000
frame_000568.png,2,117,197,10937.000
frame_000569.png,2,117,197,10940.000
frame_000570.png,2,117,197,10942.000
frame_000571.png,2,117,197,10944.000
frame_000572.png,2,118,197,10943.000
frame_000573.png,2,117,197,10946.000
frame_000574.png,2,117,197,10945.500
frame_000575.png,2,118,197,10951.500
frame_000576.png,2,118,197,10948.500
frame_000577.png,2,118,197,10948.500
frame_000578.png,2,118,197,10938.000
frame_000579.png,2,118,197,10932.500
frame_000580.png,2,118,197,10955.000
frame_000581.png,2,117,197,10938.000
frame_000582.png,2,116,197,10941.500
frame_000583.png,2,116,197,10942.500
frame_000584.png,2,115,197,10948.000
frame_000585.png,2,115,197,10949.000
frame_000586.png,2,116,197,10945.500
frame_000587.png,2,116,197,10944.500
frame_000588.png,2,116,197,10940.500
frame_000589.png,2,116,197,10947.000
frame_000590.png,2,116,197,10944.000
frame_000591.png,2,117,197,10946.500
frame_000592.png,2,117,197,10946.000
frame_000593.png,2,117,197,10949.000
frame_000594.png,2,118,197,10946.500
frame_000595.png,2,118,197,10954.500
frame_000596.png,2,118,197,10956.500
frame_000597.png,2,117,197,10945.000
frame_000598.png,2,117,197,10951.000
frame_000599.png,2,116,197,10962.000
frame_000600.png,2,116,197,10952.000
frame_000601.png,2,115,198,10936.500
frame_000602.png,2,115,198,10936.000
frame_000603.png,2,115,198,10933.500
frame_000604.png,2,115,198,10937.500
frame_000605.png,2,115,198,10940.000
frame_000606.png,2,115,198,10941.000
frame_000607.png,2,115,198,10937.000
frame_000608.png,2,115,198,10944.000
frame_000609.png,2,116,198,10936.500
frame_000610.png,2,116,198,10936.000
frame_000611.png,2,117,198,10942.500
frame_000612.png,2,117,198,10942.000
frame_000613.png,2,118,198,10938.500
frame_000614.png,2,117,198,10940.000
frame_000615.png,2,116,198,10942.500
frame_000616.png,2,115,198,10929.500
frame_000617.png,2,115,198,10919.500
frame_000618.png,2,115,198,10920.000
frame_000619.png,2,114,198,10919.500
frame_000620.png,2,114,198,10921.500
frame_000621.png,2,114,198,10917.000
frame_000622.png,2,114,198,10915.000
frame_000623.png,2,114,198,10916.500
frame_000624.png,2,115,198,10915.000
frame_000625.png,2,115,198,10920.000
frame_000626.png,2,115,198,10913.500
frame_000627.png,2,115,198,10912.500
frame_000628.png,2,116,198,10916.000
frame_000629.png,2,116,198,10926.000
frame_000630.png,2,103,198,11029.000
frame_000631.png,2,117,199,10899.500
frame_000632.png,2,117,199,10898.500
frame_000633.png,2,116,199,10890.500
frame_000634.png,2,116,199,10891.500
frame_000635.png,2,116,199,10890.000
frame_000636.png,2,115,199,10889.500
frame_000637.png,2,115,199,10882.000
frame_000638.png,2,115,199,10879.000
frame_000639.png,2,115,199,10934.000
frame_000640.png,2,114,199,10965.000
frame_000641.png,2,105,199,10990.000
frame_000642.png,2,116,199,10861.000
frame_000643.png,2,117,199,10866.500
frame_000644.png,2,117,199,10863.500
frame_000645.png,2,118,199,10870.000
frame_000646.png,2,118,199,10856.500
frame_000647.png,2,117,199,10891.500
frame_000648.png,2,116,199,10908.500
frame_000649.png,2,116,199,10940.500
frame_000650.png,2,109,199,10958.000
frame_000651.png,2,115,200,10832.000
frame_000652.png,2,116,200,10831.500
frame_000653.png,2,116,200,10835.500
frame_000654.png,2,116,200,10856.500
frame_000655.png,2,116,200,10883.000
frame_000656.png,2,116,200,10900.000
frame_000657.png,2,115,200,10924.500
frame_000658.png,2,113,200,10927.500
frame_000659.png,2,108,200,10941.500
frame_000660.png,2,108,200,10947.500
frame_000661.png,2,105,200,10955.000
frame_000662.png,2,104,200,10954.500
frame_000663.png,2,104,200,10960.500
frame_000664.png,2,104,200,10963.500
frame_000665.png,2,105,200,10961.000
frame_000666.png,2,106,200,10960.500
frame_000667.png,2,107,200,10965.000
frame_000668.png,2,107,200,10963.000
frame_000669.png,2,108,200,10967.500
frame_000670.png,2,109,200,10971.500
frame_000671.png,2,110,200,10980.500
frame_000672.png,2,111,200,10982.500
frame_000673.png,2,112,200,10981.000
frame_000674.png,2,113,200,10981.500
frame_000675.png,2,114,200,10990.500
frame_000676.png,2,114,200,11002.000
frame_000677.png,2,115,200,10994.500
frame_000678.png,2,116,200,10987.000
frame_000679.png,2,116,200,10994.500
frame_000680.png,2,116,200,10999.000
frame_000681.png,2,117,200,10996.500
frame_000682.png,2,117,200,11005.500
frame_000683.png,2,118,200,11014.500
frame_000684.png,2,118,200,11015.500
frame_000685.png,2,118,200,11016.500
frame_000686.png,2,118,200,11021.500
frame_000687.png,2,119,200,11024.500
frame_000688.png,2,119,200,11026.500
frame_000689.png,2,119,200,11028.500
frame_000690.png,2,120,201,11032.000
frame_000691.png,2,120,201,11036.500
frame_000692.png,2,120,201,11036.000
frame_000693.png,2,120,201,11034.000
frame_000694.png,2,120,201,11035.500
frame_000695.png,2,120,201,11032.000
frame_000696.png,2,120,201,11033.000
frame_000697.png,2,119,201,11051.500
frame_000698.png,2,119,201,11049.500
frame_000699.png,2,119,202,11053.500
frame_000700.png,2,119,202,11061.000
frame_000701.png,2,119,202,11062.000
frame_000702.png,2,119,202,11061.000
frame_000703.png,2,119,202,11068.000
frame_000704.png,2,119,202,11071.500
frame_000705.png,2,119,202,11073.000
frame_000706.png,2,119,203,11074.000
frame_000707.png,2,119,203,11083.000
frame_000708.png,2,119,203,11091.000
frame_000709.png,2,118,203,11088.000
frame_000710.png,2,118,203,11100.500
frame_000711.png,2,118,203,11111.000
frame_000712.png,2,119,204,11105.500
frame_000713.png,2,119,204,11117.000
frame_000714.png,2,119,204,11140.000
frame_000715.png,2,119,204,11133.500
frame_000716.png,2,119,204,11153.500
frame_000717.png,2,120,204,11159.000
frame_000718.png,2,120,204,11154.500
frame_000719.png,2,120,205,11161.000
frame_000720.png,2,120,205,11183.500
frame_000721.png,2,119,205,11190.000
frame_000722.png,2,120,205,11191.000
frame_000723.png,2,119,206,11209.500
frame_000724.png,2,119,206,11221.500
frame_000725.png,2,119,206,11223.000
frame_000726.png,2,119,206,11234.000
frame_000727.png,2,119,206,11253.000
frame_000728.png,2,120,207,11265.500
frame_000729.png,2,119,207,11285.500
frame_000730.png,2,119,207,11284.000
frame_000731.png,2,119,208,11307.000
frame_000732.png,2,120,208,11336.500
frame_000733.png,2,120,208,11357.000
frame_000734.png,2,120,209,11353.000
